produk_id,nama_produk,kategori,tanaman_target,fase_aplikasi,hama_penyakit,media_tanam,dosis_pemakaian,keyword,deskripsi,harga,stok,created at
65,Monalisa 333 SC 100 ml – Insektisida,Insektisida,"Padi, Cabai, Tomat, Hortikultura",Vegetatif,"Kutu Daun, Wereng, Kutu Kebul","Sawah, Tanah","Dosis pemakaian umumnya 0,25 – 0,5 ml per liter air atau 50 – 100 ml per hektar.","obat wereng,
insektisida wereng,
obat kutu daun,
insektisida kutu daun,
obat kutu kebul,
obat kutu putih,
pengendali hama penghisap,
obat daun keriting,
obat tanaman kerdil,
obat daun menguning,
hama cabai,
hama tomat,
hama padi,
imidacloprid,
monalisa 333 sc,
insektisida sistemik","Monalisa 333 SC merupakan insektisida sistemik golongan neonikotinoid yang digunakan untuk mengendalikan kutu daun, wereng, dan kutu kebul pada tanaman padi, cabai, tomat, serta berbagai tanaman hortikultura.

Produk ini banyak digunakan sebagai obat wereng padi, insektisida kutu daun, obat kutu kebul, dan pengendali hama penghisap yang sering menyerang pucuk serta daun muda tanaman.

Gejala yang dapat dikendalikan antara lain daun keriting, daun menguning, tanaman kerdil akibat wereng, serangan kutu putih, serta pertumbuhan tanaman yang terhambat karena hama penghisap.

Dosis pemakaian umumnya 0,25–0,5 ml per liter air atau 50–100 ml per hektar.",Rp.77.000,10,05/05/2026 16:12:50
66,Neoban Plus 600 EC 100ml,Insektisida,"Cabai, Bawang Merah, Padi, Hortikultura","Vegetatif, Generatif","Ulat, Thrips, Kutu Daun, Penggerek","Sawah, Tanah, Lahan Terbuka",Dosis pemakaian umumnya 1 – 2 ml per liter air atau 200 – 400 ml per hektar.,"obat ulat,
insektisida ulat,
obat thrips,
insektisida thrips,
obat kutu daun,
insektisida kutu daun,
obat penggerek batang,
obat sundep,
obat daun berlubang,
obat cabai keriting,
hama cabai,
hama bawang merah,
hama padi,
profenofos,
neoban plus 600 ec,
racun kontak,
racun lambung","Neoban Plus 600 EC merupakan insektisida berbahan aktif profenofos yang bekerja sebagai racun kontak dan lambung untuk mengendalikan ulat, thrips, kutu daun, serta penggerek pada tanaman cabai, bawang merah, padi, dan berbagai tanaman hortikultura.

Produk ini digunakan sebagai insektisida ulat, obat thrips cabai, pengendali kutu daun, obat sundep, dan pestisida penggerek batang yang sering menurunkan hasil panen.

Gejala yang dapat dikendalikan antara lain daun berlubang akibat ulat, daun keriting akibat thrips, kerusakan pucuk karena kutu daun, batang tanaman terserang penggerek, serta pertumbuhan tanaman yang terganggu akibat serangan hama.

Dosis pemakaian umumnya 1–2 ml per liter air atau 200–400 ml per hektar dengan penyemprotan merata pada tanaman yang terserang.",Rp.20.000,8,05/05/2026 16:15:43
67,New Mexican 300 EC 200 ml – Insektisida,Insektisida,"Cabai, Bawang Merah, Padi, Hortikultura","Vegetatif, Generatif","Ulat Grayak, Thrips, Kutu Daun, Penggerek","Tanah, Sawah, Lahan Terbuka",Dosis pemakaian umumnya 1 – 2 ml per liter air atau 200 – 400 ml per hektar,"obat ulat grayak,
pestisida ulat,
insektisida ulat,
obat thrips,
obat trips,
pestisida thrips,
obat kutu daun,
daun keriting,
cabai keriting,
obat penggerek,
penggerek batang,
obat hama cabai,
hama bawang,
obat ulat cabai,
obat ulat bawang,
obat ulat padi,
serangan ulat,
daun berlubang,
hama pemakan daun,
racun ulat,
obat tanaman dimakan ulat","New Mexican 300 EC merupakan insektisida racun kontak dan lambung untuk mengendalikan ulat grayak, thrips, kutu daun, dan penggerek pada tanaman cabai, bawang merah, padi, serta tanaman hortikultura.

Produk ini sering digunakan sebagai obat ulat cabai, obat trips cabai, obat kutu daun, pestisida daun keriting, dan pengendali penggerek batang.

Gejala yang dapat dikendalikan antara lain daun berlubang, daun keriting akibat kutu daun, serangan thrips pada cabai, pertumbuhan tanaman terganggu, dan kerusakan batang akibat penggerek.

Dosis penggunaan 1–2 ml per liter air atau sekitar 200–400 ml per hektar.",Rp120.000,8,05/05/2026 16:17:39
68,Nurelle D 500/50 EC 100ml,Insektisida,"Padi, Jagung, Cabai, Kedelai","Vegetatif, Generatif","Ulat Grayak, Penggerek Batang, Thrips, Kutu Daun","Sawah, Tanah, Lahan Terbuka","Dosis pemakaian umumnya 0,5 – 1 ml per liter air atau 100 – 200 ml per hektar.","obat ulat grayak,
obat sundep,
penggerek batang,
insektisida padi,
obat wereng,
obat thrips,
obat trips,
obat kutu daun,
obat ulat jagung,
obat ulat cabai,
hama pengunyah,
daun berlubang,
batang padi rusak,
sundep padi,
beluk padi,
racun ulat,
pestisida ulat,
obat hama padi","Nurelle D 500/50 EC merupakan insektisida kombinasi chlorpyrifos dan cypermethrin yang efektif mengendalikan ulat grayak, penggerek batang, thrips, dan kutu daun.

Produk ini digunakan sebagai obat sundep padi, pengendali penggerek batang, obat ulat cabai, obat trips, serta pestisida untuk tanaman jagung dan kedelai.

Gejala yang dapat dikendalikan meliputi daun berlubang, sundep pada padi, batang rusak akibat penggerek, serta daun keriting akibat serangan kutu daun dan thrips.

Dosis penggunaan 0,5–1 ml per liter air.",Rp.25.000,5,05/05/2026 16:18:59
69,Ovistop 100 EC,Insektisida,"Cabai, Tomat, Jeruk, Teh","Awal Vegetatif, Vegetatif","Tungau, Kutu Daun, Thrips, Telur Hama","Tanah, Kebun, Lahan Terbuka","Dosis pemakaian Ovistop 100 EC umumnya sekitar 0,5 – 1 ml per liter air, atau sekitar 100 – 200 ml per hektar, tergantung tingkat serangan.","obat tungau,
obat kutu merah,
obat kutu kuning,
akarisida,
obat telur hama,
obat thrips,
obat trips,
obat kutu daun,
daun keriting,
daun keriting cabai,
cabai keriting,
obat hama cabai,
hama putih daun,
obat kutu kebul,
obat pencegah hama,
pengendali telur hama,
obat tungau cabai","Ovistop 100 EC merupakan insektisida dan akarisida yang bekerja membunuh telur hama, tungau, thrips, dan kutu daun pada tanaman cabai, tomat, jeruk, dan teh.

Produk ini sering digunakan sebagai obat kutu merah, obat tungau cabai, obat trips, obat kutu daun, dan pengendali telur hama sebelum populasi berkembang.

Gejala yang dapat dikendalikan antara lain daun keriting, daun menguning, bercak akibat tungau, serangan thrips, serta kutu daun pada tanaman hortikultura.

Dosis penggunaan 0,5–1 ml per liter air.",Rp.47.000,6,05/05/2026 16:38:56
70,Pegasus 500 SC 80 ml – Insektisida / Akarisida,"Insektisida, Akarisida","Cabai, Tomat, Kapas, Teh","Vegetatif, Generatif","Tungau, Kutu Kebul, Thrips, Kutu Daun","Tanah, Kebun, Lahan Terbuka","Dosis pemakaian Pegasus 500 SC umumnya sekitar 0,5 – 1 ml per liter air, atau sekitar 100 – 200 ml per hektar.","obat kutu kebul,
obat kebul,
obat tungau,
obat kutu merah,
obat thrips,
obat trips,
cabai keriting,
daun keriting,
obat kutu daun,
hama putih bawah daun,
kutu putih,
obat hama cabai,
akarisida cabai,
insektisida cabai,
obat serangga penghisap,
obat tanaman keriting","Pegasus 500 SC merupakan insektisida dan akarisida yang digunakan untuk mengendalikan tungau, kutu kebul, thrips, dan kutu daun pada tanaman cabai, tomat, kapas, dan teh.

Produk ini sering digunakan sebagai obat kutu kebul cabai, obat kutu putih, obat daun keriting, obat trips cabai, serta pengendali tungau yang telah resisten terhadap insektisida lain.

Gejala yang dapat dikendalikan antara lain daun keriting, daun menguning, pertumbuhan tanaman terhambat, kutu putih bawah daun, dan serangan hama penghisap.

Dosis penggunaan 0,5–1 ml per liter air.",Rp.85.000,5,05/05/2026 16:40:07
71,PEXALON 106 SC 100 ml,Insektisida,Padi,Vegetatif,Wereng Coklat,Sawah,"Dosis pemakaian Pexalon 106 SC umumnya sekitar 0,5 – 1 ml per liter air, atau sekitar 100 – 200 ml per hektar. Aplikasi dilakukan dengan penyemprotan merata pada tanaman padi saat gejala awal serangan muncul.","obat wereng,
insektisida wereng,
obat wereng coklat,
wereng padi,
padi hopperburn,
obat hama padi,
obat padi menguning,
pengendali wereng,
obat serangga penghisap,
insektisida padi,
obat padi kering,
daun padi menguning,
hama penghisap padi,
obat padi terserang wereng,
obat sawah","Pexalon 106 SC merupakan insektisida sistemik dan kontak yang dirancang khusus untuk mengendalikan wereng coklat pada tanaman padi.

Produk ini digunakan sebagai obat wereng padi, insektisida sawah, pengendali hama penghisap, dan perlindungan tanaman padi dari serangan wereng.

Gejala yang dapat dikendalikan antara lain daun padi menguning, hopperburn, tanaman mengering, pertumbuhan terhambat, dan kerusakan akibat serangan wereng coklat.

Dosis penggunaan 0,5–1 ml per liter air atau sekitar 100–200 ml per hektar.",Rp248.000,5,05/05/2026 16:41:31
72,Pixel 300 SL,Herbisida,"Kelapa Sawit, Karet, Jagung, Lahan Persiapan Tanam","Pra Tanam, Pra Tanam Awal","Gulma Rumput, Gulma Daun Lebar, Gulma Muda","Kebun, Lahan Terbuka, Perkebunan","Dosis pemakaian Pixel 300 SL umumnya sekitar 2 – 4 ml per liter air atau 2 – 5 liter per hektar, tergantung kepadatan gulma.","herbisida,
obat gulma,
racun rumput,
pembasmi rumput,
obat rumput liar,
obat alang alang,
racun alang alang,
obat teki,
gulma teki,
gulma daun lebar,
rumput kebun,
rumput sawit,
rumput karet,
semprot rumput,
obat rumput bandel,
rumput liar kebun,
bersihkan lahan,
persiapan tanam,
semprot gulma,
obat gulma sawit,
obat gulma jagung,
pengendali gulma,
rumput cepat mati,
herbisida kontak,
paraquat,
pixel 300 sl","Pixel 300 SL merupakan herbisida kontak berbahan aktif paraquat yang digunakan untuk mengendalikan gulma rumput, gulma daun lebar, dan gulma muda pada perkebunan kelapa sawit, karet, jagung, serta lahan sebelum tanam.

Produk ini sering digunakan sebagai obat gulma, racun rumput, pembasmi alang alang, obat teki, semprot rumput liar, dan pengendali gulma pada lahan pertanian.

Gejala yang dapat dikendalikan antara lain pertumbuhan gulma berlebihan, lahan tertutup rumput liar, alang alang yang mendominasi kebun, serta gulma yang mengganggu pertumbuhan tanaman utama.

Dosis penggunaan 2–4 ml per liter air atau 2–5 liter per hektar.",Rp100.000,5,05/05/2026 16:45:57
73,Plenum 50 WG 100gr,Insektisida,"Padi, Cabai, Kentang, Sayuran","Vegetatif, Generatif Awal","Wereng, Kutu Daun, Kutu Kebul","Sawah, Tanah, Lahan Terbuka","Dosis pemakaian Plenum 50 WG umumnya sekitar 0,25 – 0,5 gram per liter air atau 50 – 100 gram per hektar.","obat wereng,
insektisida wereng,
obat wereng coklat,
padi kena wereng,
obat kutu daun,
cabai keriting,
daun keriting,
obat kutu kebul,
kutu putih,
hama putih bawah daun,
obat penghisap daun,
insektisida sistemik,
obat padi menguning,
hopperburn,
obat tanaman keriting,
pengendali wereng,
pengendali kutu daun,
plenum,
plenum 50 wg","Plenum 50 WG merupakan insektisida sistemik berbahan aktif pymetrozine yang efektif mengendalikan wereng, kutu daun, dan kutu kebul pada tanaman padi, cabai, kentang, serta sayuran.

Produk ini sering digunakan sebagai obat wereng padi, obat kutu daun cabai, obat kutu kebul, dan pengendali hama penghisap yang menyebabkan tanaman keriting.

Gejala yang dapat dikendalikan antara lain daun keriting, daun menguning, serangan kutu putih, hopperburn pada padi, dan pertumbuhan tanaman terhambat akibat hama penghisap.

Dosis penggunaan 0,25–0,5 gram per liter air.",Rp185.000,5,05/05/2026 16:47:03
74,Prevathon 50 SC 100 ml – Insektisida,Insektisida,"Padi, Jagung, Cabai, Tomat","Vegetatif, Generatif","Ulat Grayak, Ulat Buah, Penggerek","Sawah, Tanah, Lahan Terbuka","Dosis pemakaian Prevathon 50 SC umumnya sekitar 0,3 – 0,5 ml per liter air atau 75 – 150 ml per hektar.","obat ulat,
obat ulat grayak,
ulat grayak cabai,
ulat jagung,
ulat buah,
ulat makan daun,
daun berlubang,
obat penggerek,
penggerek batang,
obat sundep,
sundep padi,
beluk padi,
obat ulat tomat,
obat ulat cabai,
insektisida ulat,
racun ulat,
obat hama pemakan daun,
obat larva,
chlorantraniliprole,
prevathon","Prevathon 50 SC merupakan insektisida berbahan aktif chlorantraniliprole yang digunakan untuk mengendalikan ulat grayak, ulat buah, dan penggerek tanaman.

Produk ini banyak digunakan sebagai obat ulat cabai, obat ulat jagung, obat sundep padi, pengendali penggerek batang, dan pengendali larva serangga.

Gejala yang dapat dikendalikan antara lain daun berlubang, serangan ulat pemakan daun, buah rusak akibat ulat, sundep pada padi, dan kerusakan batang akibat penggerek.

Dosis penggunaan 0,3–0,5 ml per liter air.",Rp.65.000,5,05/05/2026 16:48:29
75,Rahwana 500 EC - 500ml,Insektisida,"Padi, Jagung, Kedelai, Tebu, Hortikultura","Vegetatif, Generatif","Ulat Grayak, Penggerek Batang, Hama Tanah","Sawah, Tanah, Lahan Terbuka",Dosis pemakaian Rahwana 500 EC umumnya sekitar 1 – 2 ml per liter air atau 200 – 400 ml per hektar.,"obat ulat grayak,
obat ulat tanah,
hama tanah,
obat penggerek,
penggerek batang,
obat sundep,
sundep padi,
beluk padi,
ulat jagung,
ulat kedelai,
insektisida padi,
insektisida jagung,
obat tanaman dimakan ulat,
racun ulat,
obat hama tebu,
obat ulat pemakan daun,
daun berlubang,
hama batang,
klorpirifos,
rahwana 500 ec","Rahwana 500 EC merupakan insektisida berbahan aktif klorpirifos yang digunakan untuk mengendalikan ulat grayak, penggerek batang, dan hama tanah pada tanaman padi, jagung, kedelai, tebu, dan hortikultura.

Produk ini sering digunakan sebagai obat ulat grayak, obat sundep padi, pengendali penggerek batang, obat ulat tanah, dan pestisida untuk hama pemakan daun.

Gejala yang dapat dikendalikan antara lain daun berlubang, tanaman rebah akibat hama tanah, batang rusak karena penggerek, sundep pada padi, dan pertumbuhan tanaman terganggu.

Dosis penggunaan 1–2 ml per liter air atau sekitar 200–400 ml per hektar.",Rp.52.000,8,05/05/2026 16:50:06
76,Ranevo 30/250 EC 100ml – Insektisida,Insektisida,"Cabai, Bawang Merah, Padi, Hortikultura","Vegetatif, Generatif","Ulat Grayak, Thrips, Kutu Daun, Penggerek","Tanah, Sawah, Lahan Terbuka","Dosis pemakaian Ranevo 30/250 EC umumnya sekitar 0,5 – 1 ml per liter air atau 100 – 200 ml per hektar","obat ulat grayak
racun ulat grayak
insektisida ulat
obat thrips
obat daun keriting
obat kutu daun
obat penggerek batang
obat hama cabai
obat hama bawang merah
obat hama padi
semprot ulat
semprot thrips
pestisida cabai
pestisida bawang merah
pestisida padi
daun berlubang
serangan ulat
serangan thrips
hama penghisap
pengendali ulat
pengendali thrips","Ranevo 30/250 EC merupakan insektisida berbahan aktif profenofos dan cypermethrin yang bekerja sebagai racun kontak dan racun lambung dengan efek knockdown cepat.

Produk ini digunakan sebagai obat ulat grayak, racun ulat cabai, obat thrips bawang merah, pengendali kutu daun, serta pengendali penggerek batang pada tanaman padi dan hortikultura.

Cocok digunakan saat tanaman mengalami daun berlubang, daun keriting akibat thrips, serangan ulat, serta kerusakan tanaman akibat hama penghisap.

Dosis aplikasi 0,5–1 ml per liter air atau 100–200 ml per hektar.",Rp.65.000,8,05/05/2026 16:52:28
77,Salsa 605 EC 100 ml – Insektisida,Insektisida,"Cabai, Bawang Merah, Padi, Hortikultura","Vegetatif, Generatif","Ulat Grayak, Thrips, Kutu Daun, Penggerek","Tanah, Sawah","Dosis pemakaian Salsa 605 EC umumnya sekitar 1 – 2 ml per liter air atau 200 – 400 ml per hektar, tergantung tingkat serangan.","obat ulat
racun ulat
obat thrips
obat daun keriting
obat kutu daun
obat penggerek batang
obat hama cabai
obat hama padi
obat hama bawang merah
semprot ulat
semprot thrips
daun berlubang
hama penghisap
pestisida cabai
pestisida padi
pestisida bawang merah
pengendali ulat
pengendali thrips","Salsa 605 EC merupakan insektisida berbahan aktif organofosfat yang digunakan untuk mengendalikan ulat grayak, thrips, kutu daun, dan penggerek pada tanaman cabai, padi, bawang merah, serta hortikultura.

Produk ini cocok digunakan sebagai obat ulat, racun ulat cabai, obat thrips, pengendali daun keriting, serta pengendali hama penghisap.

Gejala yang dapat dikendalikan meliputi daun berlubang, daun keriting, tanaman kerdil, dan kerusakan akibat serangan ulat maupun thrips.

Dosis aplikasi 1–2 ml per liter air atau 200–400 ml per hektar.",Rp.22.000,6,05/05/2026 16:55:36
78,Sevin 85 SP 100 gr – Insektisida,Insektisida,"Padi, Jagung, Sayuran, Buah-buahan","Vegetatif, Generatif","Ulat, Belalang, Kumbang","Tanah, Sawah","Dosis pemakaian Sevin 85 SP umumnya sekitar 1 – 2 gram per liter air, atau sekitar 200 – 400 gram per hektar.","obat ulat
racun ulat
obat belalang
obat kumbang
obat daun bolong
obat hama jagung
obat hama padi
obat hama sayuran
semprot ulat
semprot belalang
pengendali ulat
pengendali belalang
daun habis dimakan
hama pemakan daun","Sevin 85 SP merupakan insektisida berbahan aktif carbaryl yang digunakan untuk mengendalikan ulat, belalang, kumbang, dan hama pemakan daun.

Produk ini cocok digunakan sebagai obat ulat, racun ulat, obat belalang, serta pengendali daun berlubang pada tanaman padi, jagung, buah-buahan, dan sayuran.

Gejala yang dapat dikendalikan antara lain daun bolong, daun habis dimakan ulat, serangan belalang, serta kerusakan tanaman akibat hama pengunyah.

Dosis aplikasi 1–2 gram per liter air atau 200–400 gram per hektar.",Rp.40.000,6,05/05/2026 16:57:33
79,Sidamethrin 50 EC 100ml,Insektisida,"Padi, Cabai, Tomat, Jagung, Hortikultura","Vegetatif, Generatif","Ulat Grayak, Thrips, Kutu Daun","Tanah, Sawah","Dosis pemakaian Sidamethrin 50 EC umumnya sekitar 0,25 – 0,5 ml per liter air, atau sekitar 50 – 100 ml per hektar.","obat ulat grayak
racun ulat
obat thrips
obat daun keriting
obat kutu daun
obat hama cabai
obat hama tomat
obat hama padi
obat hama jagung
semprot ulat
semprot thrips
semprot kutu daun
daun berlubang
daun keriting
hama penghisap","Sidamethrin 50 EC merupakan insektisida berbahan aktif cypermethrin yang bekerja cepat untuk mengendalikan ulat grayak, thrips, dan kutu daun.

Produk ini digunakan sebagai obat ulat cabai, racun ulat padi, obat thrips tomat, pengendali daun keriting, dan pengendali kutu daun.

Gejala yang dapat dikendalikan meliputi daun berlubang, daun keriting, pertumbuhan tanaman terganggu, dan kerusakan akibat serangan hama penghisap.

Dosis aplikasi 0,25–0,5 ml per liter air atau 50–100 ml per hektar.",Rp.30.000,6,05/05/2026 17:17:05
